,Source,,Relation,,Target
 ● ,N_Simonides, ● ,refers to, ● ,N_Cleobulus
 ● ,N_Simus, ● ,is from, ● ,G_Phrygia region
 ● ,N_Sisymbrinus, ● ,is family of, ● ,N_Lasos
 ● ,N_Socrates, ● ,is adversary of, ● ,N_Archelaus II
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Crito
 ● ,N_Socrates, ● ,traveled to, ● ,G_Delphi
 ● ,N_Socrates, ● ,is associated with, ● ,N_Glaucon
 ● ,N_Socrates, ● ,traveled to, ● ,G_Samos
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Charmides
 ● ,N_Socrates, ● ,is adversary of, ● ,N_Critias
 ● ,N_Socrates, ● ,traveled to, ● ,G_Potidaea
 ● ,N_Socrates, ● ,is adversary of, ● ,N_Scopas
 ● ,N_Socrates, ● ,traveled to, ● ,G_Phthia
 ● ,N_Socrates, ● ,studied the work of, ● ,N_Aesop
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Hermogenes II
 ● ,N_Socrates, ● ,is from, ● ,G_Athenae
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Plato
 ● ,N_Socrates, ● ,traveled to, ● ,G_Delium
 ● ,N_Socrates, ● ,is associated with, ● ,N_Euthyphro
 ● ,N_Socrates, ● ,is friend of, ● ,N_Euripides
 ● ,N_Socrates, ● ,studied the work of, ● ,N_Pythagoras
 ● ,N_Socrates, ● ,refers to, ● ,N_Midias
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Critobulus
 ● ,N_Socrates, ● ,is family of, ● ,N_Sophroniscus
 ● ,N_Socrates, ● ,is family of, ● ,N_Aristides
 ● ,N_Socrates, ● ,is friend of, ● ,N_Phaedo
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Simon
 ● ,N_Socrates, ● ,refers to, ● ,G_Prytaneum
 ● ,N_Socrates, ● ,traveled to, ● ,G_Isthmus
 ● ,N_Socrates, ● ,is adversary of, ● ,N_Eurylochus
 ● ,N_Socrates, ● ,studied the work of, ● ,N_Heraclitus
 ● ,N_Socrates, ● ,traveled to, ● ,G_Amphipolis
 ● ,N_Socrates, ● ,is associated with, ● ,N_Glaucon II
 ● ,N_Socrates, ● ,is family of, ● ,NF_Phaenarete
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Ctesippus
 ● ,N_Socrates, ● ,is teacher of, ● ,N_Epigenes
 ● ,N_Socrates, ● ,is associated with, ● ,N_Lysis
 ● ,N_Socrates, ● ,refers to, ● ,N_Callias
 ● ,N_Socrates III, ● ,is from, ● ,G_Bithynia
 ● ,N_Socrates V, ● ,is from, ● ,G_Cos
 ● ,N_Socratides, ● ,is associated with, ● ,N_Arcesilaus
 ● ,N_Socratides, ● ,is associated with, ● ,N_Crates
 ● ,N_Solon, ● ,sent letters to, ● ,N_Periander
 ● ,N_Solon, ● ,is from, ● ,G_Salamis
 ● ,N_Solon, ● ,is adversary of, ● ,N_Thespis
 ● ,N_Solon, ● ,traveled to, ● ,G_Cyprus
 ● ,N_Solon, ● ,traveled to, ● ,G_Cilicia
 ● ,N_Solon, ● ,traveled to, ● ,G_Ancient Egypt (region)
 ● ,N_Solon, ● ,sent letters to, ● ,N_Epimenides
 ● ,N_Solon, ● ,traveled to, ● ,G_Athenae
 ● ,N_Solon, ● ,traveled to, ● ,G_Creta
 ● ,N_Sophilus, ● ,refers to, ● ,N_Stilpo
 ● ,N_Sosibius, ● ,refers to, ● ,N_Epimenides
 ● ,N_Sosibius, ● ,is from, ● ,G_Lacedaemon/Laconia
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Leon
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Pittacus
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Periander
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Thales
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Anacharsis
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Myson
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Strymon
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Croesus
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Aristippus
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Chilon
 ● ,N_Sosicrates, ● ,is from, ● ,G_Rhodos (island)
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Pisistratus
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Pythagoras
 ● ,N_Sosicrates, ● ,refers to, ● ,N_Solon
 ● ,N_Sositheus, ● ,is adversary of, ● ,N_Cleanthes
 ● ,N_Sotion, ● ,refers to, ● ,N_Periander
 ● ,N_Sotion, ● ,refers to, ● ,N_Xenophanes
 ● ,N_Sotion, ● ,refers to, ● ,N_Heraclides
 ● ,N_Sotion, ● ,refers to, ● ,N_Chrysippus
 ● ,N_Sotion, ● ,refers to, ● ,N_Eudoxus
 ● ,N_Sotion, ● ,refers to, ● ,N_Ariston
 ● ,N_Sotion, ● ,refers to, ● ,N_Aristotle
 ● ,N_Sotion, ● ,refers to, ● ,N_Anaxagoras
 ● ,N_Sotion, ● ,refers to, ● ,N_Parmenides
 ● ,N_Sotion, ● ,refers to, ● ,N_Aristippus
 ● ,N_Sotion, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Sotion, ● ,refers to, ● ,N_Lacydes
 ● ,N_Sotion, ● ,refers to, ● ,N_Pericles
 ● ,N_Sotion, ● ,refers to, ● ,N_Arcesilaus
 ● ,N_Sotion, ● ,refers to, ● ,NF_Lais
 ● ,N_Sotion, ● ,refers to, ● ,N_Cleon
 ● ,N_Speusippus, ● ,is teacher of, ● ,NF_Axiothea
 ● ,N_Speusippus, ● ,is family of, ● ,NF_Potone
 ● ,N_Speusippus, ● ,is associated with, ● ,N_Diogenes II
 ● ,N_Speusippus, ● ,refers to, ● ,N_Parmenides
 ● ,N_Speusippus, ● ,traveled to, ● ,G_Macedonia
 ● ,N_Speusippus, ● ,is teacher of, ● ,NF_Lasthenia
 ● ,N_Speusippus, ● ,is associated with, ● ,N_Heraclides
 ● ,N_Speusippus, ● ,is family of, ● ,N_Eurymedon
 ● ,N_Speusippus, ● ,is from, ● ,G_Athenae
 ● ,N_Sphaerus, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Sphaerus, ● ,is from, ● ,G_Bosporus
 ● ,N_Sphaerus, ● ,traveled to, ● ,G_Alexandria at Egypt
 ● ,N_Sphaerus, ● ,is associated with, ● ,N_Ptolemy III
 ● ,N_Stilpo, ● ,is from, ● ,G_Megara (Attica)
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Alcimus
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Phrasidemus
 ● ,N_Stilpo, ● ,is friend of, ● ,N_Ptolemy
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Paeonius
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Metrodorus
 ● ,N_Stilpo, ● ,is family of, ● ,N_Bryson
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Diphilus
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Crates II
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Metrodorus II
 ● ,N_Stilpo, ● ,is family of, ● ,NF_Daughter of Stilpo
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Menedemus
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Clitarchus
 ● ,N_Stilpo, ● ,traveled to, ● ,G_Aegina
 ● ,N_Stilpo, ● ,is friend of, ● ,N_Antigonus
 ● ,N_Stilpo, ● ,traveled to, ● ,G_Athenae
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Asclepiades
 ● ,N_Stilpo, ● ,is family of, ● ,NF_Nicarete
 ● ,N_Stilpo, ● ,is associated with, ● ,G_Areiopagos (Athens)
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Zeno II
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Myrmex
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Simmias
 ● ,N_Stilpo, ● ,is teacher of, ● ,N_Timagoras
 ● ,N_Stoic, ● ,is associated with, ● ,N_Socrates
 ● ,N_Strato, ● ,refers to, ● ,N_Aristippus
 ● ,N_Strato, ● ,sent letters to, ● ,NF_Arsinoe
 ● ,N_Strato, ● ,is from, ● ,G_Lampsacus
 ● ,N_Strato, ● ,is teacher of, ● ,N_Ptolemy II
 ● ,N_Suitors of Penelope, ● ,is friend of, ● ,N_Melantho
 ● ,N_Suitors of Penelope, ● ,is friend of, ● ,N_Polydora
 ● ,N_Suitors of Penelope, ● ,is adversary of, ● ,N_Penelope
 ● ,N_Syracusans, ● ,is from, ● ,G_Syracuse
 ● ,N_Syracusans, ● ,is adversary of, ● ,N_Pythagoras
 ● ,N_Telauges, ● ,is teacher of, ● ,N_Empedocles
 ● ,N_Telauges, ● ,is family of, ● ,N_Pythagoras
 ● ,N_Telauges, ● ,sent letters to, ● ,N_Philolaus
 ● ,N_Telauges, ● ,is family of, ● ,N_Theano
 ● ,N_Telecles, ● ,is associated with, ● ,N_Lacydes
 ● ,N_Telecles, ● ,is associated with, ● ,N_Evander
 ● ,N_Telecles, ● ,is from, ● ,G_Phocaea
 ● ,N_Teucer, ● ,is from, ● ,G_Carthago
 ● ,N_Teutames, ● ,is family of, ● ,N_Bias
 ● ,N_Thale, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Thales, ● ,sent letters to, ● ,N_Pherecydes
 ● ,N_Thales, ● ,sent letters to, ● ,N_Solon
 ● ,N_Thales, ● ,traveled to, ● ,G_Athenae
 ● ,N_Thales, ● ,traveled to, ● ,G_Creta
 ● ,N_Thales, ● ,is associated with, ● ,G_Ionia region (Asia Minor)
 ● ,N_Thales, ● ,is family of, ● ,N_Examyas
 ● ,N_Thales, ● ,traveled to, ● ,G_Ancient Egypt (region)
 ● ,N_Thales, ● ,refers to, ● ,G_Nile
 ● ,N_Thales, ● ,is from, ● ,G_Phoenicia
 ● ,N_Thales, ● ,is from, ● ,G_Miletus
 ● ,N_Thales, ● ,is teacher of, ● ,N_Anaximander
 ● ,N_Thaumasias, ● ,is from, ● ,G_Pitane
 ● ,N_The Cyrenaics, ● ,is associated with, ● ,G_Cyrene
 ● ,N_The Cyrenaics, ● ,is associated with, ● ,N_Theodorus
 ● ,N_The Cyrenaics, ● ,is associated with, ● ,N_Hegesias
 ● ,N_The Cyrenaics, ● ,is associated with, ● ,N_Anniceris
 ● ,N_The Eretrians, ● ,is associated with, ● ,G_Eretria
 ● ,N_The Thirty, ● ,is adversary of, ● ,N_Socrates
 ● ,N_Theaetetus, ● ,is associated with, ● ,N_Socrates
 ● ,N_Theaetetus II, ● ,refers to, ● ,N_Pythagoras
 ● ,N_Theano, ● ,is family of, ● ,N_Brontinus
 ● ,N_Themistoclea, ● ,is from, ● ,G_Didyma/Branchidai/Ioustinianopolis
 ● ,N_Themistoclea, ● ,is teacher of, ● ,N_Pythagoras
 ● ,N_Theocritus, ● ,is adversary of, ● ,N_Aristotle
 ● ,N_Theocritus, ● ,is from, ● ,G_Chios (island)
 ● ,N_Theodorus, ● ,is adversary of, ● ,N_Euryclides
 ● ,N_Theodorus, ● ,refers to, ● ,N_Dionysus the God
 ● ,N_Theodorus, ● ,is associated with, ● ,N_Metrocles
 ● ,N_Theodorus, ● ,is teacher of, ● ,N_Bion
 ● ,N_Theodorus, ● ,traveled to, ● ,G_Athenae
 ● ,N_Theodorus, ● ,traveled to, ● ,G_Cyrene
 ● ,N_Theodorus, ● ,traveled to, ● ,G_Corinth
 ● ,N_Theodorus, ● ,refers to, ● ,N_Aristippus
 ● ,N_Theodorus, ● ,refers to, ● ,N_Stilpo
 ● ,N_Theodorus, ● ,is family of, ● ,N_Magas
 ● ,N_Theodorus, ● ,is associated with, ● ,N_Mithras
 ● ,N_Theodorus, ● ,refers to, ● ,N_Semele
 ● ,N_Theodorus XIII, ● ,refers to, ● ,N_Menodotus
 ● ,N_Theodosius, ● ,refers to, ● ,N_Sceptics
 ● ,N_Theomedon, ● ,traveled to, ● ,G_Piraeus
 ● ,N_Theomedon, ● ,traveled to, ● ,G_Athenae
 ● ,N_Theophrastus, ● ,is associated with, ● ,N_Hipparchus
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Metrodorus II
 ● ,N_Theophrastus, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Theophrastus, ● ,is associated with, ● ,N_Plato
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Demetrius
 ● ,N_Theophrastus, ● ,refers to, ● ,N_Parmenides
 ● ,N_Theophrastus, ● ,sent letters to, ● ,N_Phanias
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Menander
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Timaeus
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Metrodorus
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Timagoras
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Bion
 ● ,N_Theophrastus, ● ,refers to, ● ,N_Empedocles
 ● ,N_Theophrastus, ● ,is teacher of, ● ,N_Erasistratus
 ● ,N_Theophrastus, ● ,is from, ● ,G_Eresus
 ● ,N_Theopompus, ● ,refers to, ● ,N_Epimenides
 ● ,N_Theopompus, ● ,refers to, ● ,N_Pherecydes
 ● ,N_Thesmophoria, ● ,is family of, ● ,N_Democritus
 ● ,N_Thraso II, ● ,is from, ● ,G_Athenae
 ● ,N_Thraso II, ● ,is associated with, ● ,N_Antigonus III
 ● ,N_Thrasybulus, ● ,is associated with, ● ,N_Thales
 ● ,N_Thrasybulus, ● ,is friend of, ● ,N_Periander
 ● ,N_Thrasybulus, ● ,is from, ● ,G_Miletus
 ● ,N_Thrasylus, ● ,refers to, ● ,N_Demetrius
 ● ,N_Thrasylus, ● ,refers to, ● ,N_Democritus
 ● ,N_Thrasymachus, ● ,is friend of, ● ,N_Ichthyas
 ● ,N_Thrasymachus, ● ,is from, ● ,G_Corinth
 ● ,N_Thrasymachus, ● ,is teacher of, ● ,N_Stilpo
 ● ,N_Thucydides, ● ,is adversary of, ● ,N_Pericles
 ● ,N_Thyrion, ● ,is family of, ● ,N_Bathycles
 ● ,N_Timaeus, ● ,refers to, ● ,N_Epimenides
 ● ,N_Timaeus, ● ,refers to, ● ,N_Nicomachus III
 ● ,N_Timaeus, ● ,refers to, ● ,N_Heraclides
 ● ,N_Timaeus, ● ,refers to, ● ,N_Moeris
 ● ,N_Timaeus, ● ,refers to, ● ,N_Pythagoras
 ● ,N_Timaeus, ● ,refers to, ● ,N_Empedocles
 ● ,N_Timaeus, ● ,refers to, ● ,NF_Herpyllis
 ● ,N_Timaeus, ● ,refers to, ● ,N_Aristotle
 ● ,N_Timaeus, ● ,refers to, ● ,N_Permenides
 ● ,N_Timaeus, ● ,is adversary of, ● ,N_Selinuntines
 ● ,N_Timocrates, ● ,refers to, ● ,N_Zeno II
 ● ,N_Timon, ● ,refers to, ● ,N_Zeno II
 ● ,N_Timon, ● ,refers to, ● ,N_Parmenides
 ● ,N_Timon, ● ,refers to, ● ,N_Ariston IV
 ● ,N_Timon, ● ,refers to, ● ,N_Aristippus
 ● ,N_Timon, ● ,refers to, ● ,N_Xenophanes
 ● ,N_Timon, ● ,refers to, ● ,N_Aristotle
 ● ,N_Timon, ● ,refers to, ● ,N_Zeno
 ● ,N_Timon, ● ,refers to, ● ,N_Aeschines
 ● ,N_Timon, ● ,refers to, ● ,N_Arcesilaus
 ● ,N_Timon, ● ,refers to, ● ,G_Hellas
 ● ,N_Timon, ● ,refers to, ● ,N_Thales
 ● ,N_Timon, ● ,refers to, ● ,N_Democritus
 ● ,N_Timon, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Timon, ● ,refers to, ● ,N_Pythagoras
 ● ,N_Timon, ● ,refers to, ● ,N_Socrates
 ● ,N_Timon, ● ,refers to, ● ,N_Diodorus
 ● ,N_Timon, ● ,refers to, ● ,N_Anaxagoras
 ● ,N_Timon, ● ,refers to, ● ,N_Melissus
 ● ,N_Timon, ● ,refers to, ● ,N_Protagoras
 ● ,N_Timon, ● ,refers to, ● ,N_Menedemus
 ● ,N_Timon, ● ,refers to, ● ,N_Cleanthes
 ● ,N_Timon, ● ,is from, ● ,G_Phlius
 ● ,N_Timon, ● ,refers to, ● ,N_Xenophon
 ● ,N_Timon, ● ,refers to, ● ,N_Pyrrho
 ● ,N_Timonides, ● ,refers to, ● ,N_Bion
 ● ,N_Timonides, ● ,sent letters to, ● ,N_Speusippus
 ● ,N_Timotheus, ● ,is from, ● ,G_Athenae
 ● ,N_Timotheus, ● ,refers to, ● ,N_Aristotle
 ● ,N_Timotheus, ● ,refers to, ● ,N_Zeno II
 ● ,N_Tycho, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Tyrraeus, ● ,is family of, ● ,N_Pittacus
 ● ,N_Tyrrhenians, ● ,is from, ● ,G_Tyrrhenian Sea
 ● ,N_Tyrrhenus, ● ,is family of, ● ,N_Pythagoras
 ● ,N_Xanthus, ● ,refers to, ● ,N_Empedocles
 ● ,N_Xanthus II, ● ,is teacher of, ● ,N_Arcesilaus
 ● ,N_Xanthus II, ● ,is from, ● ,G_Athenae
 ● ,N_Xenocrates, ● ,is associated with, ● ,N_Antipater II
 ● ,N_Xenocrates, ● ,is associated with, ● ,N_Dionysius II
 ● ,N_Xenocrates, ● ,is teacher of, ● ,N_Crantor
 ● ,N_Xenocrates, ● ,is adversary of, ● ,N_Aristotle
 ● ,N_Xenocrates, ● ,traveled to, ● ,G_Academy of Plato (Athens)
 ● ,N_Xenocrates, ● ,is teacher of, ● ,N_Zeno II
 ● ,N_Xenocrates, ● ,traveled to, ● ,G_Sicily
 ● ,N_Xenocrates, ● ,is associated with, ● ,N_Philip
 ● ,N_Xenocrates, ● ,is associated with, ● ,N_Bion
 ● ,N_Xenocrates, ● ,is associated with, ● ,N_Speusippus
 ● ,N_Xenocrates, ● ,is from, ● ,G_Chalcedon
 ● ,N_Xenocrates, ● ,is associated with, ● ,NF_Lais
 ● ,N_Xenocrates, ● ,is associated with, ● ,NF_Phryne
 ● ,N_Xenophanes, ● ,is from, ● ,G_Colophon
 ● ,N_Xenophanes, ● ,is associated with, ● ,N_Anaximander
 ● ,N_Xenophanes, ● ,traveled to, ● ,G_Elea
 ● ,N_Xenophanes, ● ,is family of, ● ,N_Orthomenes
 ● ,N_Xenophanes, ● ,traveled to, ● ,G_Zancle
 ● ,N_Xenophanes, ● ,is adversary of, ● ,N_Homer
 ● ,N_Xenophanes, ● ,is family of, ● ,N_Dexius
 ● ,N_Xenophanes, ● ,is adversary of, ● ,N_Epimenides
 ● ,N_Xenophanes, ● ,is teacher of, ● ,N_Parmenides
 ● ,N_Xenophanes, ● ,refers to, ● ,N_Pythagoras
 ● ,N_Xenophanes, ● ,is adversary of, ● ,N_Thales
 ● ,N_Xenophanes, ● ,is adversary of, ● ,N_Hesiod
 ● ,N_Xenophanes, ● ,traveled to, ● ,G_Katane
 ● ,N_Xenophanes II, ● ,is from, ● ,G_Lesbos
 ● ,N_Xenophilus, ● ,is from, ● ,G_Chalcidice
 ● ,N_Xenophilus, ● ,is associated with, ● ,N_Thracian
 ● ,N_Xenophon, ● ,is friend of, ● ,N_Socrates
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Pontus
 ● ,N_Xenophon, ● ,refers to, ● ,N_Glaucon II
 ● ,N_Xenophon, ● ,is friend of, ● ,N_Megabyzus
 ● ,N_Xenophon, ● ,refers to, ● ,N_Glaucon
 ● ,N_Xenophon, ● ,is family of, ● ,N_Gryllus
 ● ,N_Xenophon, ● ,is adversary of, ● ,G_Thebes
 ● ,N_Xenophon, ● ,is associated with, ● ,N_Seuthes
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Skillous
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Lepreum
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Elis
 ● ,N_Xenophon, ● ,is friend of, ● ,N_Clinias
 ● ,N_Xenophon, ● ,refers to, ● ,N_The Thirty
 ● ,N_Xenophon, ● ,is family of, ● ,N_Philesia
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Delium
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Corinth
 ● ,N_Xenophon, ● ,is associated with, ● ,N_Plato
 ● ,N_Xenophon, ● ,is friend of, ● ,N_Cyrus II
 ● ,N_Xenophon, ● ,is family of, ● ,N_Diodorus V
 ● ,N_Xenophon, ● ,is from, ● ,G_Athenae
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Asia
 ● ,N_Xenophon, ● ,is associated with, ● ,G_Dardanus
 ● ,N_Xenophon, ● ,is friend of, ● ,N_Proxenus
 ● ,N_Xenophon, ● ,is family of, ● ,N_Gryllus III?
 ● ,N_Xenophon, ● ,is associated with, ● ,N_Apollonides II
 ● ,N_Xenophon, ● ,studied the work of, ● ,N_Thucydides II
 ● ,N_Xenophon, ● ,traveled to, ● ,G_Hellas
 ● ,N_Xenophon III, ● ,refers to, ● ,N_Pelopidas
 ● ,N_Xenophon III, ● ,is family of, ● ,N_Pythostratus
 ● ,N_Xenophon III, ● ,refers to, ● ,N_Epaminondas
 ● ,N_Xenophon IV, ● ,refers to, ● ,N_Hannibal
 ● ,N_Xenophon VI, ● ,is from, ● ,G_Cos
 ● ,N_Xenophon VII, ● ,is from, ● ,G_Paros
 ● ,N_Zamolxis, ● ,is family of, ● ,N_Pythagoras
 ● ,N_Zamolxis, ● ,is associated with, ● ,N_Cronos
 ● ,N_Zeno, ● ,refers to, ● ,N_Hesiod
 ● ,N_Zeno, ● ,is associated with, ● ,N_Empedocles
 ● ,N_Zeno, ● ,is associated with, ● ,N_Lipara
 ● ,N_Zeno, ● ,is teacher of, ● ,N_Leucippus
 ● ,N_Zeno, ● ,is adversary of, ● ,N_Nearchus
 ● ,N_Zeno, ● ,is from, ● ,G_Elea
 ● ,N_Zeno, ● ,is family of, ● ,N_Teleutagoras
 ● ,N_Zeno II, ● ,is from, ● ,G_Kition (Cyprus)
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Halcyoneus
 ● ,N_Zeno II, ● ,traveled to, ● ,G_Athenae
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Sphaerus
 ● ,N_Zeno II, ● ,refers to, ● ,N_Homer
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Posidonius II
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Persaeus
 ● ,N_Zeno II, ● ,refers to, ● ,N_Euripides
 ● ,N_Zeno II, ● ,studied the work of, ● ,N_Xenophon
 ● ,N_Zeno II, ● ,refers to, ● ,N_Pythagoras II
 ● ,N_Zeno II, ● ,refers to, ● ,N_Caphisius
 ● ,N_Zeno II, ● ,is from, ● ,G_Cyprus
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Ariston IV
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Philonides
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Athenodorus
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Cleanthes
 ● ,N_Zeno II, ● ,is from, ● ,G_Phoenicia
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Zeno IX
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Herillus
 ● ,N_Zeno II, ● ,traveled to, ● ,G_Piraeus
 ● ,N_Zeno II, ● ,refers to, ● ,N_Socrates
 ● ,N_Zeno II, ● ,studied the work of, ● ,N_Antisthenes II
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Dionysius IV
 ● ,N_Zeno II, ● ,is teacher of, ● ,N_Callippus II
 ● ,N_Zeno IX, ● ,is from, ● ,G_Sidon
 ● ,N_Zenodotus, ● ,is teacher of, ● ,N_Anaxagoras IV
 ● ,N_Zenodotus II, ● ,refers to, ● ,N_Zeno II
 ● ,N_Zoilus, ● ,is family of, ● ,N_Pythagoras
 ● ,ND_Demeter, ● ,is from, ● ,G_Eleusis in Attica
 ● ,NF_Ambracis, ● ,is associated with, ● ,N_Aristotle
 ● ,NF_Axiothea, ● ,is from, ● ,G_Phlius
 ● ,NF_Cleobulina, ● ,is family of, ● ,N_Thales
 ● ,NF_Cleobuline II, ● ,is family of, ● ,N_Cleobulus
 ● ,NF_Crateia, ● ,is family of, ● ,N_Periander
 ● ,NF_Eurydice, ● ,is family of, ● ,N_Ptolemy
 ● ,NF_Herpyllis, ● ,is family of, ● ,N_Aristotle
 ● ,NF_Herpyllis, ● ,is family of, ● ,N_Nicanor
 ● ,NF_Lais, ● ,is friend of, ● ,N_Aristippus
 ● ,NF_Lasthenia, ● ,is from, ● ,G_Mantinea
 ● ,NF_Lasthenia, ● ,studied the work of, ● ,N_Plato
 ● ,NF_Lysida, ● ,is family of, ● ,N_Periander
 ● ,NF_Lysida, ● ,is family of, ● ,NF_Eristheneia
 ● ,NF_Phaenarete, ● ,is family of, ● ,N_Sophroniscus
 ● ,NF_Phaestis, ● ,is family of, ● ,N_Aristotle
 ● ,NF_Phila, ● ,is from, ● ,G_Elis
 ● ,NF_Potone, ● ,is family of, ● ,N_Plato
 ● ,NF_Theodete, ● ,is from, ● ,G_Elis
 ● ,NF_Wife of Asclepiades, ● ,is family of, ● ,N_Menedemus' Wife
 ● ,NF_Wife of Asclepiades, ● ,is family of, ● ,NF_Wife of Menedemus
 ● ,NF_Wife of Menedemus, ● ,is from, ● ,G_Oropus
 ● ,NF_Xanthippe, ● ,is family of, ● ,N_Sophroniscus II
 ● ,NN_Demetrius X, ● ,is from, ● ,G_Callatis
 ● ,NN_Demetrius XII, ● ,is from, ● ,G_Adramyttium
 ● ,NN_Demetrius XV, ● ,is from, ● ,G_Erythrae
 ● ,NN_Demetrius XV, ● ,is from, ● ,G_Temnus
 ● ,NN_Demetrius XXIII, ● ,is from, ● ,G_Erythrae
 ● ,NN_Heraclides VI, ● ,is from, ● ,G_Bargylia
 ● ,NN_Heraclides XII, ● ,is from, ● ,G_Liguria
 ● ,NN_Lysander, ● ,is from, ● ,G_Hybadai
,Aristippus, ● ,is teacher of,,Arete
,Xenophon, ● ,refers to,,Socrates
,Plato, ● ,refers to,,Socrates
,Proxenus, ● ,sent letters to,,Xenophon
,Lampsacus, ● ,is benefactor of,,Anaxagoras
,Polycrates, ● ,sent letters to,,Pythagoras
,Plato, ● ,sent letters to,,Archytas
,Heraclitus, ● ,sent letters to,,Darius
,Crantor, ● ,is friend of,,Arcesilaus
,Arcesilaus, ● ,sent letters to,,Thaumasias
,Thales, ● ,is friend of,,Solon
,Pisistratus, ● ,Is adversary of,,Solon
,Pisistratus, ● ,sent letters to,,Solon
,Solon, ● ,is friend of,,Epimenides
,Solon, ● ,refers to,,Pisistratus
,Solon, ● ,Is adversary of,,Pisistratus
,Solon, ● ,sent letters to,,Pisistratus
,Solon, ● ,sent letters to,,Croesus
,Mitylene, ● ,is benefactor of,,Pittacus
,Thrasybulus, ● ,sent letters to,,Periander
,Epimenides, ● ,sent letters to,,Solon
,Pherecydes, ● ,sent letters to,,Thales
,Zeno II, ● ,is friend of,,Persaeus
,Zeno II, ● ,sent letters to,,Antigonus III
,Antigonus III, ● ,sent letters to,,Zeno II
,Cleanthes, ● ,is teacher of,,Antigonus III
,Zeno, ● ,Is adversary of,,Ariston IV
,Herillus, ● ,Is adversary of,,Zeno II
,Chrysippus, ● ,Is adversary of,,Cleanthes
,Zeno, ● ,is teacher of,,Chrysippus
